eta,lmbd,epochs,batch_size,n_hidden_layers,activation_func,optimiser,training_loss,validation_loss
0.1,0.1,300,64,[50],"['leakyrelu', 'linear']",adagrad,0.0007882437159801958,0.0006327973210415402
0.1,0.1,300,64,[50],"['leakyrelu', 'linear']",RMSprop,0.006020456021925446,0.005187166396161132
0.1,0.001,300,64,[10],"['leakyrelu', 'linear']",SGDwithoutMomentum,,
0.1,0.001,300,64,[10],"['leakyrelu', 'linear']",SGD,,
0.1,0.001,300,64,[10],"['leakyrelu', 'linear']",adam,0.0005470877823584444,0.0005913975510516802
0.1,0.001,300,64,[10],"['leakyrelu', 'linear']",adagrad,0.0005141501109510173,0.0004556113891828124
0.1,0.001,300,64,[10],"['leakyrelu', 'linear']",RMSprop,0.00905322370132918,0.009168214617167924
0.1,0.001,300,64,[30],"['leakyrelu', 'linear']",SGDwithoutMomentum,,
0.1,0.001,300,64,[30],"['leakyrelu', 'linear']",SGD,,
0.1,0.001,300,64,[30],"['leakyrelu', 'linear']",adam,0.00013548361484052739,0.00015062070769655117
0.1,0.001,300,64,[30],"['leakyrelu', 'linear']",adagrad,0.00032324751918783067,0.0003001298624600825
0.1,0.001,300,64,[30],"['leakyrelu', 'linear']",RMSprop,0.014289639516444743,0.014471845227679745
0.1,0.001,300,64,[50],"['leakyrelu', 'linear']",SGDwithoutMomentum,,
0.1,0.001,300,64,[50],"['leakyrelu', 'linear']",SGD,,
0.1,0.001,300,64,[50],"['leakyrelu', 'linear']",adam,8.575296556581226e-05,7.845297466828604e-05
0.1,0.001,300,64,[50],"['leakyrelu', 'linear']",adagrad,6.86789511794804e-05,5.779358554872988e-05
0.1,0.001,300,64,[50],"['leakyrelu', 'linear']",RMSprop,7.070317707627379,6.472286487544132
0.1,1e-05,300,64,[10],"['leakyrelu', 'linear']",SGDwithoutMomentum,,
0.1,1e-05,300,64,[10],"['leakyrelu', 'linear']",SGD,0.0006634315906206969,0.0005801945552878254
0.1,1e-05,300,64,[10],"['leakyrelu', 'linear']",adam,0.00033580097765187377,0.0003474566553964623
0.1,1e-05,300,64,[10],"['leakyrelu', 'linear']",adagrad,0.0004703964713842639,0.0004624384270925369
0.1,1e-05,300,64,[10],"['leakyrelu', 'linear']",RMSprop,0.0040885804388249005,0.004304253630818325
0.1,1e-05,300,64,[30],"['leakyrelu', 'linear']",SGDwithoutMomentum,,
0.1,1e-05,300,64,[30],"['leakyrelu', 'linear']",SGD,,
0.1,1e-05,300,64,[30],"['leakyrelu', 'linear']",adam,0.00010340803898354904,0.00010924832372389819
0.1,1e-05,300,64,[30],"['leakyrelu', 'linear']",adagrad,0.00023781324701229115,0.00019669728316469624
0.1,1e-05,300,64,[30],"['leakyrelu', 'linear']",RMSprop,0.0016143695342868897,0.0017780910606016455
0.1,1e-05,300,64,[50],"['leakyrelu', 'linear']",SGDwithoutMomentum,,
0.1,1e-05,300,64,[50],"['leakyrelu', 'linear']",SGD,,
0.1,1e-05,300,64,[50],"['leakyrelu', 'linear']",adam,3.958098577374315e-05,4.6599924727840646e-05
0.1,1e-05,300,64,[50],"['leakyrelu', 'linear']",adagrad,0.0001899045135639267,0.00018000731600832266
0.1,1e-05,300,64,[50],"['leakyrelu', 'linear']",RMSprop,2.6446651650269506,2.5289955438510088
0.001,0.1,300,64,[10],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.002969795152597834,0.0024958661496536265
0.001,0.1,300,64,[10],"['leakyrelu', 'linear']",SGD,0.0043413985620972375,0.003991518445673053
0.001,0.1,300,64,[10],"['leakyrelu', 'linear']",adam,0.0036872456914612494,0.003133454336011588
0.001,0.1,300,64,[10],"['leakyrelu', 'linear']",adagrad,0.016782305170998536,0.014468445526773375
0.001,0.1,300,64,[10],"['leakyrelu', 'linear']",RMSprop,0.00123924871733834,0.0010238451826380778
0.001,0.1,300,64,[30],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.001075264549568338,0.0009570262224974241
0.001,0.1,300,64,[30],"['leakyrelu', 'linear']",SGD,0.000693572893450802,0.0005635385344272106
0.001,0.1,300,64,[30],"['leakyrelu', 'linear']",adam,0.0035601938654752766,0.0030204717186744405
0.001,0.1,300,64,[30],"['leakyrelu', 'linear']",adagrad,0.007421822267120748,0.0055311350938640315
0.001,0.1,300,64,[30],"['leakyrelu', 'linear']",RMSprop,0.0007679191346053226,0.0006343775296489491
0.001,0.1,300,64,[50],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.0020280523524246895,0.0017954433590724077
0.001,0.1,300,64,[50],"['leakyrelu', 'linear']",SGD,0.0007562569732313152,0.0006139516478713547
0.001,0.1,300,64,[50],"['leakyrelu', 'linear']",adam,0.0038154643550539235,0.003440140183477904
0.001,0.1,300,64,[50],"['leakyrelu', 'linear']",adagrad,0.010522644914656614,0.010052902188510396
0.001,0.1,300,64,[50],"['leakyrelu', 'linear']",RMSprop,0.0023160464932954965,0.0020679060205735585
0.001,0.001,300,64,[10],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.003183983226502747,0.0027356306789765978
0.001,0.001,300,64,[10],"['leakyrelu', 'linear']",SGD,0.0005834819945108445,0.0005019931918398063
0.001,0.001,300,64,[10],"['leakyrelu', 'linear']",adam,0.0013618396114260278,0.0011955922264639722
0.001,0.001,300,64,[10],"['leakyrelu', 'linear']",adagrad,12.91187992835044,12.945578423279807
0.001,0.001,300,64,[10],"['leakyrelu', 'linear']",RMSprop,0.00013223389792469924,0.00012347088425469302
0.001,0.001,300,64,[30],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.0009747282965765441,0.0010835476969094607
0.001,0.001,300,64,[30],"['leakyrelu', 'linear']",SGD,0.000322914948380917,0.00028711555985813365
0.001,0.001,300,64,[30],"['leakyrelu', 'linear']",adam,0.0017586648015487291,0.001828105650848311
0.001,0.001,300,64,[30],"['leakyrelu', 'linear']",adagrad,2.398315520293043,2.210920678975605
0.001,0.001,300,64,[30],"['leakyrelu', 'linear']",RMSprop,0.0009695231620705702,0.0009876336981180062
0.001,0.001,300,64,[50],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.0011291908092248399,0.0010386797982704166
0.001,0.001,300,64,[50],"['leakyrelu', 'linear']",SGD,0.00012215729339083283,9.649283635968692e-05
0.001,0.001,300,64,[50],"['leakyrelu', 'linear']",adam,0.000678320917268017,0.0006315276672597546
0.001,0.001,300,64,[50],"['leakyrelu', 'linear']",adagrad,0.30956170383976594,0.29317128055174224
0.001,0.001,300,64,[50],"['leakyrelu', 'linear']",RMSprop,0.0011366791863721447,0.001191398487099367
0.001,1e-05,300,64,[10],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.00031063388747898835,0.00028223373961578513
0.001,1e-05,300,64,[10],"['leakyrelu', 'linear']",SGD,0.0009394534366804779,0.0009465967333981418
0.001,1e-05,300,64,[10],"['leakyrelu', 'linear']",adam,0.0018899887626713091,0.0018012102326190938
0.001,1e-05,300,64,[10],"['leakyrelu', 'linear']",adagrad,3.714026028640112,3.800280513719489
0.001,1e-05,300,64,[10],"['leakyrelu', 'linear']",RMSprop,0.001071672406843465,0.0009018722713134558
0.001,1e-05,300,64,[30],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.0011208833657191763,0.0010713958836930724
0.001,1e-05,300,64,[30],"['leakyrelu', 'linear']",SGD,0.0005825272397114407,0.0005471452286398695
0.001,1e-05,300,64,[30],"['leakyrelu', 'linear']",adam,0.003969936754558657,0.0037705281806378844
0.001,1e-05,300,64,[30],"['leakyrelu', 'linear']",adagrad,0.15121902796789302,0.13509457831798413
0.001,1e-05,300,64,[30],"['leakyrelu', 'linear']",RMSprop,0.0009526771507688259,0.0009087347418852789
0.001,1e-05,300,64,[50],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.0001958249524480013,0.00016440056238972028
0.001,1e-05,300,64,[50],"['leakyrelu', 'linear']",SGD,0.000208171135116244,0.00019061931381165014
0.001,1e-05,300,64,[50],"['leakyrelu', 'linear']",adam,0.0009300031899195962,0.0008789683106650623
0.001,1e-05,300,64,[50],"['leakyrelu', 'linear']",adagrad,0.2652990916815017,0.29764543312796715
0.001,1e-05,300,64,[50],"['leakyrelu', 'linear']",RMSprop,0.00013229998901968633,0.0001150793978979694
1e-05,0.1,300,64,[10],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.15697314738102083,0.13850540367690617
1e-05,0.1,300,64,[10],"['leakyrelu', 'linear']",SGD,0.011297759257643132,0.010271762585588031
1e-05,0.1,300,64,[10],"['leakyrelu', 'linear']",adam,1.3767757017539048,1.2916142136186992
1e-05,0.1,300,64,[10],"['leakyrelu', 'linear']",adagrad,19.15094468629982,17.595361953335143
1e-05,0.1,300,64,[10],"['leakyrelu', 'linear']",RMSprop,0.5500982313208601,0.49830423188674755
1e-05,0.1,300,64,[30],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.08250901211082497,0.07039588746854157
1e-05,0.1,300,64,[30],"['leakyrelu', 'linear']",SGD,0.021776617609217595,0.01765586305417421
1e-05,0.1,300,64,[30],"['leakyrelu', 'linear']",adam,5.1802427235861135,5.260227951424833
1e-05,0.1,300,64,[30],"['leakyrelu', 'linear']",adagrad,11.426709601554892,12.127182358669657
1e-05,0.1,300,64,[30],"['leakyrelu', 'linear']",RMSprop,32.32259781819919,33.16959589952874
1e-05,0.1,300,64,[50],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.01838167910208703,0.014721480880916817
1e-05,0.1,300,64,[50],"['leakyrelu', 'linear']",SGD,0.043572646462461694,0.0420179615935435
1e-05,0.1,300,64,[50],"['leakyrelu', 'linear']",adam,0.16482230177955995,0.17318275757837248
1e-05,0.1,300,64,[50],"['leakyrelu', 'linear']",adagrad,26.30213513458326,24.36897078973112
1e-05,0.1,300,64,[50],"['leakyrelu', 'linear']",RMSprop,0.3169025821805439,0.25672199702820014
1e-05,0.001,300,64,[10],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.17702787499769404,0.15341169883158445
1e-05,0.001,300,64,[10],"['leakyrelu', 'linear']",SGD,0.105931312030241,0.0950173266017293
1e-05,0.001,300,64,[10],"['leakyrelu', 'linear']",adam,0.759732801656074,0.7099209829529594
1e-05,0.001,300,64,[10],"['leakyrelu', 'linear']",adagrad,42.571422487658076,40.30776007251107
1e-05,0.001,300,64,[10],"['leakyrelu', 'linear']",RMSprop,2.859129677865799,2.5300246278684977
1e-05,0.001,300,64,[30],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.10725728312521567,0.0946973459124918
1e-05,0.001,300,64,[30],"['leakyrelu', 'linear']",SGD,0.13943368132221387,0.12527416392268023
1e-05,0.001,300,64,[30],"['leakyrelu', 'linear']",adam,21.413862569097937,20.04802549436553
1e-05,0.001,300,64,[30],"['leakyrelu', 'linear']",adagrad,19.745886730460178,19.034090925342028
1e-05,0.001,300,64,[30],"['leakyrelu', 'linear']",RMSprop,15.232151377888224,14.673416782467438
1e-05,0.001,300,64,[50],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.011681360373902829,0.010246118702476745
1e-05,0.001,300,64,[50],"['leakyrelu', 'linear']",SGD,0.01030815465158163,0.009371879942028672
1e-05,0.001,300,64,[50],"['leakyrelu', 'linear']",adam,5.4032676060198375,5.553351947635699
1e-05,0.001,300,64,[50],"['leakyrelu', 'linear']",adagrad,11.98354848887473,11.102375075564073
1e-05,0.001,300,64,[50],"['leakyrelu', 'linear']",RMSprop,27.418730568557322,28.03173072253674
1e-05,1e-05,300,64,[10],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.012228052258568352,0.010900514584455005
1e-05,1e-05,300,64,[10],"['leakyrelu', 'linear']",SGD,0.009411648081700476,0.008537471504629935
1e-05,1e-05,300,64,[10],"['leakyrelu', 'linear']",adam,0.5455666518032399,0.511387401802803
1e-05,1e-05,300,64,[10],"['leakyrelu', 'linear']",adagrad,45.97572115478555,44.51740017643676
1e-05,1e-05,300,64,[10],"['leakyrelu', 'linear']",RMSprop,16.2355517331375,15.936716199710814
1e-05,1e-05,300,64,[30],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.0077232925753531615,0.006050882568401979
1e-05,1e-05,300,64,[30],"['leakyrelu', 'linear']",SGD,0.043214949391210566,0.03828343297432837
1e-05,1e-05,300,64,[30],"['leakyrelu', 'linear']",adam,15.135684746667094,15.568645492119614
1e-05,1e-05,300,64,[30],"['leakyrelu', 'linear']",adagrad,42.31473846859924,39.918879014607356
1e-05,1e-05,300,64,[30],"['leakyrelu', 'linear']",RMSprop,139.07667316709316,135.49622715987135
1e-05,1e-05,300,64,[50],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.018090427144016933,0.015380771270819684
1e-05,1e-05,300,64,[50],"['leakyrelu', 'linear']",SGD,0.039835731839111516,0.03697479490065169
1e-05,1e-05,300,64,[50],"['leakyrelu', 'linear']",adam,8.408035886733686,7.928991960770319
1e-05,1e-05,300,64,[50],"['leakyrelu', 'linear']",adagrad,37.27944931138554,33.33260362349379
1e-05,1e-05,300,64,[50],"['leakyrelu', 'linear']",RMSprop,9.471326316187525,7.828989474659468
0.1,0.1,300,128,[10],"['leakyrelu', 'linear']",SGDwithoutMomentum,,
0.1,0.1,300,128,[10],"['leakyrelu', 'linear']",SGD,,
0.1,0.1,300,128,[10],"['leakyrelu', 'linear']",adam,0.000733054032583558,0.0006118963820832475
0.1,0.1,300,128,[10],"['leakyrelu', 'linear']",adagrad,0.006472444138439927,0.005291310252131056
0.1,0.1,300,128,[10],"['leakyrelu', 'linear']",RMSprop,0.007688735443258401,0.00673610762642534
0.1,0.1,300,128,[30],"['leakyrelu', 'linear']",SGDwithoutMomentum,,
0.1,0.1,300,128,[30],"['leakyrelu', 'linear']",SGD,,
0.1,0.1,300,128,[30],"['leakyrelu', 'linear']",adam,0.00044984316692921807,0.0003793415524475233
0.1,0.1,300,128,[30],"['leakyrelu', 'linear']",adagrad,0.0006431639275159943,0.00059234963819263
0.1,0.1,300,128,[30],"['leakyrelu', 'linear']",RMSprop,0.023560038561398135,0.026149113131842067
0.1,0.1,300,128,[50],"['leakyrelu', 'linear']",SGDwithoutMomentum,,
0.1,0.1,300,128,[50],"['leakyrelu', 'linear']",SGD,,
0.1,0.1,300,128,[50],"['leakyrelu', 'linear']",adam,0.00047515285982234354,0.0004134678802218785
0.1,0.1,300,128,[50],"['leakyrelu', 'linear']",adagrad,0.0014422462739716046,0.0012363755496038239
0.1,0.1,300,128,[50],"['leakyrelu', 'linear']",RMSprop,0.02061307494580911,0.02253693183041923
0.1,0.001,300,128,[10],"['leakyrelu', 'linear']",SGDwithoutMomentum,,
0.1,0.001,300,128,[10],"['leakyrelu', 'linear']",SGD,,
0.1,0.001,300,128,[10],"['leakyrelu', 'linear']",adam,0.0006038136729330116,0.0006139657660188709
0.1,0.001,300,128,[10],"['leakyrelu', 'linear']",adagrad,0.0023386840952209476,0.0021489228472488763
0.1,0.001,300,128,[10],"['leakyrelu', 'linear']",RMSprop,0.015411957057269565,0.016397639899070355
0.1,0.001,300,128,[30],"['leakyrelu', 'linear']",SGDwithoutMomentum,,
0.1,0.001,300,128,[30],"['leakyrelu', 'linear']",SGD,,
0.1,0.001,300,128,[30],"['leakyrelu', 'linear']",adam,7.515284165072385e-05,6.710993053246557e-05
0.1,0.001,300,128,[30],"['leakyrelu', 'linear']",adagrad,0.00040780247282251397,0.00046908089327850485
0.1,0.001,300,128,[30],"['leakyrelu', 'linear']",RMSprop,0.002746922116981132,0.002501826545555718
0.1,0.001,300,128,[50],"['leakyrelu', 'linear']",SGDwithoutMomentum,,
0.1,0.001,300,128,[50],"['leakyrelu', 'linear']",SGD,,
0.1,0.001,300,128,[50],"['leakyrelu', 'linear']",adam,7.277738517130898e-05,7.286912049450834e-05
0.1,0.001,300,128,[50],"['leakyrelu', 'linear']",adagrad,0.0005358476423933968,0.0004494574135406775
0.1,0.001,300,128,[50],"['leakyrelu', 'linear']",RMSprop,0.015606887304521273,0.015476159220305805
0.1,1e-05,300,128,[10],"['leakyrelu', 'linear']",SGDwithoutMomentum,,
0.1,1e-05,300,128,[10],"['leakyrelu', 'linear']",SGD,,
0.1,1e-05,300,128,[10],"['leakyrelu', 'linear']",adam,0.00035946112444278013,0.0003572977905642521
0.1,1e-05,300,128,[10],"['leakyrelu', 'linear']",adagrad,0.0002154953635877281,0.00023182962842222077
0.1,1e-05,300,128,[10],"['leakyrelu', 'linear']",RMSprop,0.029491087926375767,0.02929290369006063
0.1,1e-05,300,128,[30],"['leakyrelu', 'linear']",SGDwithoutMomentum,,
0.1,1e-05,300,128,[30],"['leakyrelu', 'linear']",SGD,,
0.1,1e-05,300,128,[30],"['leakyrelu', 'linear']",adam,8.409726056668163e-05,9.120033662175809e-05
0.1,1e-05,300,128,[30],"['leakyrelu', 'linear']",adagrad,0.0005435968238062082,0.0005517524033076495
0.1,1e-05,300,128,[30],"['leakyrelu', 'linear']",RMSprop,0.004633897648450783,0.004005880080572672
0.1,1e-05,300,128,[50],"['leakyrelu', 'linear']",SGDwithoutMomentum,,
0.1,1e-05,300,128,[50],"['leakyrelu', 'linear']",SGD,,
0.1,1e-05,300,128,[50],"['leakyrelu', 'linear']",adam,0.06493404669547273,0.06316499087241373
0.1,1e-05,300,128,[50],"['leakyrelu', 'linear']",adagrad,0.00031827229450477834,0.00023642239833886156
0.1,1e-05,300,128,[50],"['leakyrelu', 'linear']",RMSprop,0.0119828583379195,0.011719833825851662
0.001,0.1,300,128,[10],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.001614125971670159,0.001352776674515526
0.001,0.1,300,128,[10],"['leakyrelu', 'linear']",SGD,0.004276140181361307,0.0039805601642676856
0.001,0.1,300,128,[10],"['leakyrelu', 'linear']",adam,0.020076383175705096,0.017252550111084418
0.001,0.1,300,128,[10],"['leakyrelu', 'linear']",adagrad,8.402073685540035,6.790892734908332
0.001,0.1,300,128,[10],"['leakyrelu', 'linear']",RMSprop,0.00048031599083121513,0.00045721495371349035
0.001,0.1,300,128,[30],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.0010652131277057815,0.0010237778603246683
0.001,0.1,300,128,[30],"['leakyrelu', 'linear']",SGD,0.00043305733529033877,0.0003637301906404787
0.001,0.1,300,128,[30],"['leakyrelu', 'linear']",adam,0.006301940266370272,0.006368325802886381
0.001,0.1,300,128,[30],"['leakyrelu', 'linear']",adagrad,0.2719088268124657,0.2558484259690869
0.001,0.1,300,128,[30],"['leakyrelu', 'linear']",RMSprop,0.0010248454840857087,0.0009921043276037579
0.001,0.1,300,128,[50],"['leakyrelu', 'linear']",SGDwithoutMomentum,,
0.001,0.1,300,128,[50],"['leakyrelu', 'linear']",SGD,0.00042438390469263387,0.0004238803399052993
0.001,0.1,300,128,[50],"['leakyrelu', 'linear']",adam,0.008246681244801072,0.0075342859159057704
0.001,0.1,300,128,[50],"['leakyrelu', 'linear']",adagrad,1.7262053601770597,1.4919676420421448
0.001,0.1,300,128,[50],"['leakyrelu', 'linear']",RMSprop,0.0010869447060494646,0.0010498763685783145
0.001,0.001,300,128,[10],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.0009708478787409964,0.0009672816119952144
0.001,0.001,300,128,[10],"['leakyrelu', 'linear']",SGD,0.0015505458105504958,0.0014676684324059163
0.001,0.001,300,128,[10],"['leakyrelu', 'linear']",adam,0.026828757998545734,0.024263815404739004
0.001,0.001,300,128,[10],"['leakyrelu', 'linear']",adagrad,8.235243550956437,7.329757522084815
0.001,0.001,300,128,[10],"['leakyrelu', 'linear']",RMSprop,0.00017887675037755096,0.00017113345222856104
0.001,0.001,300,128,[30],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.14857789831342366,0.13281655885652233
0.001,0.001,300,128,[30],"['leakyrelu', 'linear']",SGD,0.00014511255385267477,0.00012156057260805207
0.001,0.001,300,128,[30],"['leakyrelu', 'linear']",adam,0.0011031410874196498,0.0010558544372800674
0.001,0.001,300,128,[30],"['leakyrelu', 'linear']",adagrad,0.47515492790720915,0.41333759954321025
0.001,0.001,300,128,[30],"['leakyrelu', 'linear']",RMSprop,0.0004490591005736084,0.0004162555807655515
0.001,0.001,300,128,[50],"['leakyrelu', 'linear']",SGDwithoutMomentum,,
0.001,0.001,300,128,[50],"['leakyrelu', 'linear']",SGD,0.0010446386778643988,0.0009906605949582415
0.001,0.001,300,128,[50],"['leakyrelu', 'linear']",adam,0.004769275663596242,0.0040535494790664255
0.001,0.001,300,128,[50],"['leakyrelu', 'linear']",adagrad,0.0062148855494245005,0.005030694816741563
0.001,0.001,300,128,[50],"['leakyrelu', 'linear']",RMSprop,0.0043607364967450084,0.004012989829738737
0.001,1e-05,300,128,[10],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.007265359197028937,0.0064010754631194855
0.001,1e-05,300,128,[10],"['leakyrelu', 'linear']",SGD,0.0008763513449353272,0.0008870900744783987
0.001,1e-05,300,128,[10],"['leakyrelu', 'linear']",adam,0.0001802533254636471,0.0001564564127175899
0.001,1e-05,300,128,[10],"['leakyrelu', 'linear']",adagrad,0.905965652540147,0.8039389762943167
0.001,1e-05,300,128,[10],"['leakyrelu', 'linear']",RMSprop,0.0006297556742255303,0.0004889814086122057
0.001,1e-05,300,128,[30],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.010985475303960919,0.009726293801863971
0.001,1e-05,300,128,[30],"['leakyrelu', 'linear']",SGD,0.00017295951414328592,0.00021377390712267618
0.001,1e-05,300,128,[30],"['leakyrelu', 'linear']",adam,0.0015894838772280574,0.0014298246739777548
0.001,1e-05,300,128,[30],"['leakyrelu', 'linear']",adagrad,26.595403250260595,23.90231224140811
0.001,1e-05,300,128,[30],"['leakyrelu', 'linear']",RMSprop,0.002469124558787475,0.0028056664026346583
0.001,1e-05,300,128,[50],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.00028584816082976374,0.00029952614846625333
0.001,1e-05,300,128,[50],"['leakyrelu', 'linear']",SGD,0.00017961844967622056,0.00019111143604450735
0.001,1e-05,300,128,[50],"['leakyrelu', 'linear']",adam,0.007206467413297855,0.005980010516982262
0.001,1e-05,300,128,[50],"['leakyrelu', 'linear']",adagrad,1.5805660428032269,1.4337620259682862
0.001,1e-05,300,128,[50],"['leakyrelu', 'linear']",RMSprop,0.004010600244692184,0.003964813436059494
1e-05,0.1,300,128,[10],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.13771436901562775,0.12313391036799516
1e-05,0.1,300,128,[10],"['leakyrelu', 'linear']",SGD,0.08813407140754467,0.07827868711980919
1e-05,0.1,300,128,[10],"['leakyrelu', 'linear']",adam,18.608592301502714,17.439934084389186
1e-05,0.1,300,128,[10],"['leakyrelu', 'linear']",adagrad,83.5785463376661,83.17853215774723
1e-05,0.1,300,128,[10],"['leakyrelu', 'linear']",RMSprop,33.42657603642142,31.879532731730723
1e-05,0.1,300,128,[30],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.04204298731005052,0.04015212779268211
1e-05,0.1,300,128,[30],"['leakyrelu', 'linear']",SGD,0.07591266161615833,0.06752599860914837
1e-05,0.1,300,128,[30],"['leakyrelu', 'linear']",adam,2.3958920212577843,1.9370181662308372
1e-05,0.1,300,128,[30],"['leakyrelu', 'linear']",adagrad,4.327657279215446,4.487477286188681
1e-05,0.1,300,128,[30],"['leakyrelu', 'linear']",RMSprop,12.04828637109252,10.777648468225044
1e-05,0.1,300,128,[50],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.03216121637837083,0.030748947677735044
1e-05,0.1,300,128,[50],"['leakyrelu', 'linear']",SGD,0.012290190697292598,0.009950505331415687
1e-05,0.1,300,128,[50],"['leakyrelu', 'linear']",adam,5.696360750343542,5.773883439477322
1e-05,0.1,300,128,[50],"['leakyrelu', 'linear']",adagrad,4.532609610182639,4.1799512867090645
1e-05,0.1,300,128,[50],"['leakyrelu', 'linear']",RMSprop,0.33051340476103946,0.273325510135875
1e-05,0.001,300,128,[10],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.08273123814385797,0.07433973581083189
1e-05,0.001,300,128,[10],"['leakyrelu', 'linear']",SGD,0.19803844506217608,0.1812345777182376
1e-05,0.001,300,128,[10],"['leakyrelu', 'linear']",adam,6.338736304517904,5.640060273455999
1e-05,0.001,300,128,[10],"['leakyrelu', 'linear']",adagrad,2.610280915774838,2.4983022305564986
1e-05,0.001,300,128,[10],"['leakyrelu', 'linear']",RMSprop,1.693701217393098,1.6411406980693823
1e-05,0.001,300,128,[30],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.05077667436373565,0.047693766310454126
1e-05,0.001,300,128,[30],"['leakyrelu', 'linear']",SGD,0.13085854655274995,0.11586787751767234
1e-05,0.001,300,128,[30],"['leakyrelu', 'linear']",adam,10.40514408052748,9.276272139242653
1e-05,0.001,300,128,[30],"['leakyrelu', 'linear']",adagrad,63.748304960328134,60.50353728869221
1e-05,0.001,300,128,[30],"['leakyrelu', 'linear']",RMSprop,0.5907656664984507,0.6249986379785546
1e-05,0.001,300,128,[50],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.008297318031930977,0.00790553582070119
1e-05,0.001,300,128,[50],"['leakyrelu', 'linear']",SGD,0.009481403966988253,0.007340165477652687
1e-05,0.001,300,128,[50],"['leakyrelu', 'linear']",adam,3.973162986367522,3.8031213614695485
1e-05,0.001,300,128,[50],"['leakyrelu', 'linear']",adagrad,14.456292007837996,14.261508854734448
1e-05,0.001,300,128,[50],"['leakyrelu', 'linear']",RMSprop,7.880384296810987,8.046646169658764
1e-05,1e-05,300,128,[10],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.08710284438735068,0.07503611045651787
1e-05,1e-05,300,128,[10],"['leakyrelu', 'linear']",SGD,0.17863856243610726,0.15437602676939977
1e-05,1e-05,300,128,[10],"['leakyrelu', 'linear']",adam,2.3612700681292385,2.0992602715917545
1e-05,1e-05,300,128,[10],"['leakyrelu', 'linear']",adagrad,4.7384731504169615,4.712283267213083
1e-05,1e-05,300,128,[10],"['leakyrelu', 'linear']",RMSprop,0.29653330831975433,0.2607156149494843
1e-05,1e-05,300,128,[30],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.05885806576391205,0.05176544067551247
1e-05,1e-05,300,128,[30],"['leakyrelu', 'linear']",SGD,0.006375677866471526,0.006413999699281503
1e-05,1e-05,300,128,[30],"['leakyrelu', 'linear']",adam,5.25671195562532,4.616945393274034
1e-05,1e-05,300,128,[30],"['leakyrelu', 'linear']",adagrad,18.3458878708276,16.5682277596341
1e-05,1e-05,300,128,[30],"['leakyrelu', 'linear']",RMSprop,2.405294369471636,2.2478523339918417
1e-05,1e-05,300,128,[50],"['leakyrelu', 'linear']",SGDwithoutMomentum,0.011456475755780082,0.00930635768619915
1e-05,1e-05,300,128,[50],"['leakyrelu', 'linear']",SGD,0.016164199010564265,0.016043267135990406
1e-05,1e-05,300,128,[50],"['leakyrelu', 'linear']",adam,5.548924670754893,5.5281685647254495
1e-05,1e-05,300,128,[50],"['leakyrelu', 'linear']",adagrad,9.68649747945836,8.901115580626392
1e-05,1e-05,300,128,[50],"['leakyrelu', 'linear']",RMSprop,23.521713939601703,22.057714083299935
0.1,0.1,300,32,[10],"['sigmoid', 'linear']",SGDwithoutMomentum,,
0.1,0.1,300,32,[10],"['sigmoid', 'linear']",SGD,0.016764782570249732,0.014460285932910866
0.1,0.1,300,32,[10],"['sigmoid', 'linear']",adam,0.017585738834795448,0.01570127443439548
0.1,0.1,300,32,[10],"['sigmoid', 'linear']",adagrad,0.015369907378909455,0.013446437088570695
0.1,0.1,300,32,[10],"['sigmoid', 'linear']",RMSprop,0.0404348438256571,0.035909195029298804
0.1,0.1,300,32,[30],"['sigmoid', 'linear']",SGDwithoutMomentum,,
