eta,lmbd,epochs,batch_size,n_hidden_layers,activation_func,optimiser,training_loss,validation_loss,training_accuracy,validation_accuracy
0.001,1e-05,300,128,[10],"['relu', 'sigmoid']",RMSprop,0.5,0.5,0.37185929648241206,0.3742690058479532
0.001,1e-05,300,128,[30],"['relu', 'sigmoid']",SGDwithoutMomentum,0.5,0.5,0.37185929648241206,0.3742690058479532
0.001,1e-05,300,128,[30],"['relu', 'sigmoid']",SGD,0.5,0.5,0.37185929648241206,0.3742690058479532
0.001,1e-05,300,128,[30],"['relu', 'sigmoid']",adam,0.5,0.5,0.10050251256281408,0.14035087719298245
0.001,1e-05,300,128,[30],"['relu', 'sigmoid']",adagrad,0.2211126435380975,0.2423429082562571,0.9170854271356784,0.8830409356725146
0.001,1e-05,300,128,[30],"['relu', 'sigmoid']",RMSprop,0.37185929648241206,0.3742690058479532,0.628140703517588,0.6257309941520468
0.001,1e-05,300,128,[50],"['relu', 'sigmoid']",SGDwithoutMomentum,0.628140703517588,0.6257309941520468,0.37185929648241206,0.3742690058479532
0.001,1e-05,300,128,[50],"['relu', 'sigmoid']",SGD,0.5,0.5,0.37185929648241206,0.3742690058479532
0.001,1e-05,300,128,[50],"['relu', 'sigmoid']",adam,0.2413946122470595,0.24269029917949836,0.864321608040201,0.8538011695906432
0.001,1e-05,300,128,[50],"['relu', 'sigmoid']",adagrad,0.36808915950078364,0.3451534132085939,0.6532663316582915,0.6549707602339181
0.001,1e-05,300,128,[50],"['relu', 'sigmoid']",RMSprop,0.5,0.5,0.3743718592964824,0.3742690058479532
0.0001,0.1,300,128,[10],"['relu', 'sigmoid']",SGDwithoutMomentum,0.5,0.5,0.5201005025125628,0.5497076023391813
0.0001,0.1,300,128,[10],"['relu', 'sigmoid']",SGD,0.6293969845100653,0.6257309941520468,0.37185929648241206,0.3742690058479532
0.0001,0.1,300,128,[10],"['relu', 'sigmoid']",adam,0.5,0.5,0.37185929648241206,0.3742690058479532
0.0001,0.1,300,128,[10],"['relu', 'sigmoid']",adagrad,0.628140703517588,0.6257309941520468,0.37185929648241206,0.3742690058479532
0.0001,0.1,300,128,[10],"['relu', 'sigmoid']",RMSprop,0.09242702657311297,0.11452812572936394,0.907035175879397,0.9181286549707602
0.0001,0.1,300,128,[30],"['relu', 'sigmoid']",SGDwithoutMomentum,0.36809045226130654,0.368411303535194,0.628140703517588,0.6257309941520468
0.0001,0.1,300,128,[30],"['relu', 'sigmoid']",SGD,0.628140703517588,0.6257309941520468,0.37185929648241206,0.3742690058479532
0.0001,0.1,300,128,[30],"['relu', 'sigmoid']",adam,0.5,0.5,0.39949748743718594,0.39766081871345027
0.0001,0.1,300,128,[30],"['relu', 'sigmoid']",adagrad,0.628140703517588,0.6257309941520468,0.37185929648241206,0.3742690058479532
0.0001,0.1,300,128,[30],"['relu', 'sigmoid']",RMSprop,0.5,0.5,0.37185929648241206,0.3742690058479532
0.0001,0.1,300,128,[50],"['relu', 'sigmoid']",SGDwithoutMomentum,0.628140703517588,0.6257309941520468,0.37185929648241206,0.3742690058479532
0.0001,0.1,300,128,[50],"['relu', 'sigmoid']",SGD,0.37185929648241206,0.3742690058479532,0.628140703517588,0.6257309941520468
0.0001,0.1,300,128,[50],"['relu', 'sigmoid']",adam,0.5125628140703518,0.52046783625731,0.34673366834170855,0.3333333333333333
0.0001,0.1,300,128,[50],"['relu', 'sigmoid']",adagrad,0.628140703517588,0.6257309941520468,0.37185929648241206,0.3742690058479532
0.0001,0.1,300,128,[50],"['relu', 'sigmoid']",RMSprop,0.628140703517588,0.6257309941520468,0.37185929648241206,0.3742690058479532
0.0001,0.001,300,128,[10],"['relu', 'sigmoid']",SGDwithoutMomentum,0.628140703517588,0.6257309941520468,0.37185929648241206,0.3742690058479532
0.0001,0.001,300,128,[10],"['relu', 'sigmoid']",SGD,0.6306531824332524,0.62865496422409,0.37185929648241206,0.3742690058479532
0.0001,0.001,300,128,[10],"['relu', 'sigmoid']",adam,0.6394472361820166,0.646198815241023,0.37185929648241206,0.3742690058479532
0.0001,0.001,300,128,[10],"['relu', 'sigmoid']",adagrad,0.4529444836436465,0.48533148968148354,0.5326633165829145,0.4444444444444444
0.0001,0.001,300,128,[10],"['relu', 'sigmoid']",RMSprop,0.5,0.5,0.37185929648241206,0.3742690058479532
0.0001,0.001,300,128,[30],"['relu', 'sigmoid']",SGDwithoutMomentum,0.49999999999998956,0.5,0.8944723618090452,0.9005847953216374
0.0001,0.001,300,128,[30],"['relu', 'sigmoid']",SGD,0.628140703517588,0.6257309941520468,0.37185929648241206,0.3742690058479532
0.0001,0.001,300,128,[30],"['relu', 'sigmoid']",adam,0.37185929648241206,0.3742690058479532,0.628140703517588,0.6257309941520468
0.0001,0.001,300,128,[30],"['relu', 'sigmoid']",adagrad,0.37185929648241206,0.3742690058479532,0.628140703517588,0.6257309941520468
0.0001,0.001,300,128,[30],"['relu', 'sigmoid']",RMSprop,0.628140703517588,0.6257309941520468,0.37185929648241206,0.3742690058479532
0.0001,0.001,300,128,[50],"['relu', 'sigmoid']",SGDwithoutMomentum,0.3718592975195629,0.37426900584795497,0.628140703517588,0.6257309941520468
0.0001,0.001,300,128,[50],"['relu', 'sigmoid']",SGD,0.49748743718592964,0.49415204678362573,0.39195979899497485,0.391812865497076
0.0001,0.001,300,128,[50],"['relu', 'sigmoid']",adam,0.37185929648241206,0.3742690058479532,0.628140703517588,0.6257309941520468
0.0001,0.001,300,128,[50],"['relu', 'sigmoid']",adagrad,0.37185929648241206,0.3742690058479532,0.628140703517588,0.6257309941520468
0.0001,0.001,300,128,[50],"['relu', 'sigmoid']",RMSprop,0.3542720077954004,0.3830362934316407,0.37185929648241206,0.3742690058479532
0.0001,1e-05,300,128,[10],"['relu', 'sigmoid']",SGDwithoutMomentum,0.5,0.5,0.37185929648241206,0.3742690058479532
0.0001,1e-05,300,128,[10],"['relu', 'sigmoid']",SGD,0.37185929648241206,0.3742690058479532,0.628140703517588,0.6257309941520468
0.0001,1e-05,300,128,[10],"['relu', 'sigmoid']",adam,0.5000000000051871,0.5,0.37185929648241206,0.3742690058479532
0.0001,1e-05,300,128,[10],"['relu', 'sigmoid']",adagrad,0.628140703517588,0.6257309941520468,0.37185929648241206,0.3742690058479532
0.0001,1e-05,300,128,[10],"['relu', 'sigmoid']",RMSprop,0.5,0.5,0.37185929648241206,0.3742690058479532
0.0001,1e-05,300,128,[30],"['relu', 'sigmoid']",SGDwithoutMomentum,0.628140703517588,0.6257309941520468,0.37185929648241206,0.3742690058479532
0.0001,1e-05,300,128,[30],"['relu', 'sigmoid']",SGD,0.37185929648241206,0.3742690058479532,0.628140703517588,0.6257309941520468
0.0001,1e-05,300,128,[30],"['relu', 'sigmoid']",adam,0.5150753768857078,0.5213705948747483,0.3316582914572864,0.3216374269005848
0.0001,1e-05,300,128,[30],"['relu', 'sigmoid']",adagrad,0.37185929648241206,0.3742690058479532,0.628140703517588,0.6257309941520468
0.0001,1e-05,300,128,[30],"['relu', 'sigmoid']",RMSprop,0.5,0.5,0.37185929648241206,0.3742690058479532
0.0001,1e-05,300,128,[50],"['relu', 'sigmoid']",SGDwithoutMomentum,0.628140703517588,0.6257309941520468,0.37185929648241206,0.3742690058479532
0.0001,1e-05,300,128,[50],"['relu', 'sigmoid']",SGD,0.37185929648241206,0.3742690058479532,0.628140703517588,0.6257309941520468
0.0001,1e-05,300,128,[50],"['relu', 'sigmoid']",adam,0.5389447236180904,0.5321637426900585,0.29396984924623115,0.30994152046783624
0.0001,1e-05,300,128,[50],"['relu', 'sigmoid']",adagrad,0.3907040833883566,0.4210526315707694,0.37185929648241206,0.3742690058479532
0.0001,1e-05,300,128,[50],"['relu', 'sigmoid']",RMSprop,0.4987437185933015,0.49707602339181284,0.37185929648241206,0.3742690058479532
1e-05,0.1,300,128,[10],"['relu', 'sigmoid']",SGDwithoutMomentum,0.37185953756255286,0.3742690058479532,0.628140703517588,0.6257309941520468
1e-05,0.1,300,128,[10],"['relu', 'sigmoid']",SGD,0.5,0.5,0.37185929648241206,0.3742690058479532
1e-05,0.1,300,128,[10],"['relu', 'sigmoid']",adam,0.7288886256977747,0.6887246284649401,0.3442211055276382,0.3333333333333333
1e-05,0.1,300,128,[10],"['relu', 'sigmoid']",adagrad,0.628140703517588,0.6257309941520468,0.37185929648241206,0.3742690058479532
1e-05,0.1,300,128,[10],"['relu', 'sigmoid']",RMSprop,0.24007049557645957,0.28037194034319635,0.6884422110552764,0.6783625730994152
1e-05,0.1,300,128,[30],"['relu', 'sigmoid']",SGDwithoutMomentum,0.4999999714585691,0.5,0.37185929648241206,0.3742690058479532
1e-05,0.1,300,128,[30],"['relu', 'sigmoid']",SGD,0.5012562814070352,0.5029239766081871,0.3693467336683417,0.3684210526315789
1e-05,0.1,300,128,[30],"['relu', 'sigmoid']",adam,0.37185929648241206,0.3742690058479532,0.628140703517588,0.6257309941520468
1e-05,0.1,300,128,[30],"['relu', 'sigmoid']",adagrad,0.48743875406395565,0.48537971234531385,0.37185929648241206,0.3742690058479532
1e-05,0.1,300,128,[30],"['relu', 'sigmoid']",RMSprop,0.628140703517588,0.6257309941520468,0.37185929648241206,0.3742690058479532
1e-05,0.1,300,128,[50],"['relu', 'sigmoid']",SGDwithoutMomentum,0.628140703517588,0.6257309941520468,0.37185929648241206,0.3742690058479532
1e-05,0.1,300,128,[50],"['relu', 'sigmoid']",SGD,0.5,0.5,0.37185929648241206,0.3742690058479532
1e-05,0.1,300,128,[50],"['relu', 'sigmoid']",adam,0.497487437185929,0.49415204678362573,0.37185929648241206,0.3742690058479532
1e-05,0.1,300,128,[50],"['relu', 'sigmoid']",adagrad,0.37185929648241206,0.3742690058479532,0.628140703517588,0.6257309941520468
1e-05,0.1,300,128,[50],"['relu', 'sigmoid']",RMSprop,0.7493640995254778,0.7338433294895413,0.29396984924623115,0.30409356725146197
1e-05,0.001,300,128,[10],"['relu', 'sigmoid']",SGDwithoutMomentum,0.5,0.5,0.5829145728643216,0.5847953216374269
1e-05,0.001,300,128,[10],"['relu', 'sigmoid']",SGD,0.2169773525416944,0.24643996496094123,0.8994974874371859,0.8362573099415205
1e-05,0.001,300,128,[10],"['relu', 'sigmoid']",adam,0.4987598828658832,0.4999999999997807,0.7889447236180904,0.7485380116959064
1e-05,0.001,300,128,[10],"['relu', 'sigmoid']",adagrad,0.6369346733668338,0.6374269005847465,0.3693467336683417,0.3742690058479532
1e-05,0.001,300,128,[10],"['relu', 'sigmoid']",RMSprop,0.5,0.5,0.37185929648241206,0.3742690058479532
1e-05,0.001,300,128,[30],"['relu', 'sigmoid']",SGDwithoutMomentum,0.37185929648241206,0.3742690058479532,0.628140703517588,0.6257309941520468
1e-05,0.001,300,128,[30],"['relu', 'sigmoid']",SGD,0.37185929648241206,0.3742690058479532,0.628140703517588,0.6257309941520468
1e-05,0.001,300,128,[30],"['relu', 'sigmoid']",adam,0.5399733423998428,0.5321637426900585,0.6130653266331658,0.672514619883041
1e-05,0.001,300,128,[30],"['relu', 'sigmoid']",adagrad,0.37185929648241206,0.3742690058479532,0.628140703517588,0.6257309941520468
1e-05,0.001,300,128,[30],"['relu', 'sigmoid']",RMSprop,0.628140703517588,0.6257309941520468,0.37185929648241206,0.3742690058479532
1e-05,0.001,300,128,[50],"['relu', 'sigmoid']",SGDwithoutMomentum,0.628140703517588,0.6257309941520468,0.37185929648241206,0.3742690058479532
1e-05,0.001,300,128,[50],"['relu', 'sigmoid']",SGD,0.2299012520473819,0.2426900497770864,0.9170854271356784,0.8654970760233918
1e-05,0.001,300,128,[50],"['relu', 'sigmoid']",adam,0.37185929648241206,0.3742690058479532,0.628140703517588,0.6257309941520468
1e-05,0.001,300,128,[50],"['relu', 'sigmoid']",adagrad,0.5,0.5,0.3844221105527638,0.38596491228070173
1e-05,0.001,300,128,[50],"['relu', 'sigmoid']",RMSprop,0.37185929648241206,0.3742690058479532,0.628140703517588,0.6257309941520468
1e-05,1e-05,300,128,[10],"['relu', 'sigmoid']",SGDwithoutMomentum,0.26757296813555576,0.3120411678822612,0.8316582914572864,0.7485380116959064
1e-05,1e-05,300,128,[10],"['relu', 'sigmoid']",SGD,0.2422769457773244,0.2723059333673089,0.628140703517588,0.6257309941520468
1e-05,1e-05,300,128,[10],"['relu', 'sigmoid']",adam,0.6231159262827042,0.6180704791268236,0.37185929648241206,0.3742690058479532
1e-05,1e-05,300,128,[10],"['relu', 'sigmoid']",adagrad,0.4974874371852775,0.49707602339181284,0.3869346733668342,0.3742690058479532
1e-05,1e-05,300,128,[10],"['relu', 'sigmoid']",RMSprop,0.37185929648241206,0.3742690058479532,0.628140703517588,0.6257309941520468
1e-05,1e-05,300,128,[30],"['relu', 'sigmoid']",SGDwithoutMomentum,0.5,0.5,0.7763819095477387,0.7543859649122807
1e-05,1e-05,300,128,[30],"['relu', 'sigmoid']",SGD,0.5,0.5,0.37185929648241206,0.3742690058479532
1e-05,1e-05,300,128,[30],"['relu', 'sigmoid']",adam,0.37185929648241206,0.3742690058479532,0.628140703517588,0.6257309941520468
1e-05,1e-05,300,128,[30],"['relu', 'sigmoid']",adagrad,0.5,0.5,0.37185929648241206,0.3742690058479532
1e-05,1e-05,300,128,[30],"['relu', 'sigmoid']",RMSprop,0.5,0.5,0.3743718592964824,0.3742690058479532
1e-05,1e-05,300,128,[50],"['relu', 'sigmoid']",SGDwithoutMomentum,0.5,0.5,0.37185929648241206,0.3742690058479532
1e-05,1e-05,300,128,[50],"['relu', 'sigmoid']",SGD,0.5,0.5,0.37185929648241206,0.3742690058479532
1e-05,1e-05,300,128,[50],"['relu', 'sigmoid']",adam,0.6972361780253652,0.6754385964912281,0.37185929648241206,0.3742690058479532
1e-05,1e-05,300,128,[50],"['relu', 'sigmoid']",adagrad,0.5,0.5,0.37185929648241206,0.3742690058479532
1e-05,1e-05,300,128,[50],"['relu', 'sigmoid']",RMSprop,0.5339195979899497,0.5321637426900585,0.27386934673366836,0.32748538011695905
0.1,0.1,300,32,[10],"['sigmoid', 'sigmoid']",SGDwithoutMomentum,0.2450421620843075,0.2451437752608666,0.628140703517588,0.6257309941520468
0.1,0.1,300,32,[10],"['sigmoid', 'sigmoid']",SGD,0.2414134422416579,0.24160464119128583,0.628140703517588,0.6257309941520468
0.1,0.1,300,32,[10],"['sigmoid', 'sigmoid']",adam,0.23652084503914933,0.23739976546314048,0.628140703517588,0.6257309941520468
0.1,0.1,300,32,[10],"['sigmoid', 'sigmoid']",adagrad,0.0807269252693429,0.11900027324735697,0.9246231155778895,0.8654970760233918
0.1,0.1,300,32,[10],"['sigmoid', 'sigmoid']",RMSprop,0.2365922334289448,0.23701807701692892,0.628140703517588,0.6257309941520468
0.1,0.1,300,32,[30],"['sigmoid', 'sigmoid']",SGDwithoutMomentum,0.23419511812188448,0.23469419661672236,0.628140703517588,0.6257309941520468
0.1,0.1,300,32,[30],"['sigmoid', 'sigmoid']",SGD,0.23734538456127297,0.23825810952779738,0.628140703517588,0.6257309941520468
0.1,0.1,300,32,[30],"['sigmoid', 'sigmoid']",adam,0.24346978207657471,0.24456575495991173,0.628140703517588,0.6257309941520468
0.1,0.1,300,32,[30],"['sigmoid', 'sigmoid']",adagrad,0.2339499950400772,0.23465861471179075,0.628140703517588,0.6257309941520468
0.1,0.1,300,32,[30],"['sigmoid', 'sigmoid']",RMSprop,0.23394359083959224,0.2347028876341085,0.628140703517588,0.6257309941520468
0.1,0.1,300,32,[50],"['sigmoid', 'sigmoid']",SGDwithoutMomentum,0.23358157284692793,0.2341958183711273,0.628140703517588,0.6257309941520468
0.1,0.1,300,32,[50],"['sigmoid', 'sigmoid']",SGD,0.24090638475064927,0.24194843026449828,0.628140703517588,0.6257309941520468
0.1,0.1,300,32,[50],"['sigmoid', 'sigmoid']",adam,0.2650439224174683,0.26481044406448145,0.37185929648241206,0.3742690058479532
0.1,0.1,300,32,[50],"['sigmoid', 'sigmoid']",adagrad,0.07417602520171233,0.09924544160367244,0.9396984924623115,0.9005847953216374
0.1,0.1,300,32,[50],"['sigmoid', 'sigmoid']",RMSprop,0.23481916932700808,0.2355196977400347,0.628140703517588,0.6257309941520468
0.1,0.001,300,32,[10],"['sigmoid', 'sigmoid']",SGDwithoutMomentum,0.242516030791972,0.24358917796970786,0.628140703517588,0.6257309941520468
0.1,0.001,300,32,[10],"['sigmoid', 'sigmoid']",SGD,0.23369141220610534,0.23419637776335953,0.6331658291457286,0.631578947368421
0.1,0.001,300,32,[10],"['sigmoid', 'sigmoid']",adam,0.251136611868226,0.2523927440290545,0.628140703517588,0.6257309941520468
0.1,0.001,300,32,[10],"['sigmoid', 'sigmoid']",adagrad,0.06443628299099324,0.09441718775101654,0.9296482412060302,0.8830409356725146
0.1,0.001,300,32,[10],"['sigmoid', 'sigmoid']",RMSprop,0.23407921489570194,0.2348043673146391,0.628140703517588,0.6257309941520468
0.1,0.001,300,32,[30],"['sigmoid', 'sigmoid']",SGDwithoutMomentum,0.30259007620174677,0.3004424218154275,0.6331658291457286,0.6374269005847953
0.1,0.001,300,32,[30],"['sigmoid', 'sigmoid']",SGD,0.25366745364098753,0.25600167658648243,0.6306532663316583,0.6257309941520468
0.1,0.001,300,32,[30],"['sigmoid', 'sigmoid']",adam,0.24520123278869163,0.245299536224896,0.628140703517588,0.6257309941520468
0.1,0.001,300,32,[30],"['sigmoid', 'sigmoid']",adagrad,0.05123726482675364,0.07939339353102494,0.9396984924623115,0.9005847953216374
0.1,0.001,300,32,[30],"['sigmoid', 'sigmoid']",RMSprop,0.31367838673857934,0.3155857105659552,0.628140703517588,0.6257309941520468
0.1,0.001,300,32,[50],"['sigmoid', 'sigmoid']",SGDwithoutMomentum,0.3454336490263323,0.3476521446265861,0.628140703517588,0.6257309941520468
0.1,0.001,300,32,[50],"['sigmoid', 'sigmoid']",SGD,0.23469600011071468,0.23515318363960558,0.628140703517588,0.6257309941520468
0.1,0.001,300,32,[50],"['sigmoid', 'sigmoid']",adam,0.3243990709815211,0.3264144810948804,0.628140703517588,0.6257309941520468
0.1,0.001,300,32,[50],"['sigmoid', 'sigmoid']",adagrad,0.06572522452604965,0.09408727704301936,0.9170854271356784,0.8771929824561403
0.1,0.001,300,32,[50],"['sigmoid', 'sigmoid']",RMSprop,0.37042605920747856,0.3728264389761731,0.628140703517588,0.6257309941520468
0.1,1e-05,300,32,[10],"['sigmoid', 'sigmoid']",SGDwithoutMomentum,0.23362040093561315,0.23539164107148378,0.6306532663316583,0.6257309941520468
0.1,1e-05,300,32,[10],"['sigmoid', 'sigmoid']",SGD,0.2352568864021142,0.2364202141302464,0.6306532663316583,0.6257309941520468
0.1,1e-05,300,32,[10],"['sigmoid', 'sigmoid']",adam,0.23359562636936682,0.23423226553554263,0.628140703517588,0.6257309941520468
0.1,1e-05,300,32,[10],"['sigmoid', 'sigmoid']",adagrad,0.23338827349527452,0.23394794497482174,0.628140703517588,0.6257309941520468
0.1,1e-05,300,32,[10],"['sigmoid', 'sigmoid']",RMSprop,0.2426706618285147,0.2437477335178567,0.628140703517588,0.6257309941520468
0.1,1e-05,300,32,[30],"['sigmoid', 'sigmoid']",SGDwithoutMomentum,0.2643343915574769,0.2682610185961138,0.6331658291457286,0.6257309941520468
0.1,1e-05,300,32,[30],"['sigmoid', 'sigmoid']",SGD,0.2395298725685283,0.23924851398130947,0.628140703517588,0.6257309941520468
0.1,1e-05,300,32,[30],"['sigmoid', 'sigmoid']",adam,0.24287393150028322,0.24395316188571325,0.628140703517588,0.6257309941520468
0.1,1e-05,300,32,[30],"['sigmoid', 'sigmoid']",adagrad,0.07101804019671915,0.09990654652183405,0.9246231155778895,0.8888888888888888
0.1,1e-05,300,32,[30],"['sigmoid', 'sigmoid']",RMSprop,0.30674574034921215,0.30606398965812337,0.37185929648241206,0.3742690058479532
0.1,1e-05,300,32,[50],"['sigmoid', 'sigmoid']",SGDwithoutMomentum,0.306665910053294,0.3085768026683722,0.628140703517588,0.6257309941520468
0.1,1e-05,300,32,[50],"['sigmoid', 'sigmoid']",SGD,0.2999376916936111,0.2998354376141339,0.628140703517588,0.6257309941520468
0.1,1e-05,300,32,[50],"['sigmoid', 'sigmoid']",adam,0.26819116405299803,0.2697010271928882,0.628140703517588,0.6257309941520468
0.1,1e-05,300,32,[50],"['sigmoid', 'sigmoid']",adagrad,0.0649141412867685,0.10748034621437752,0.9195979899497487,0.8654970760233918
0.1,1e-05,300,32,[50],"['sigmoid', 'sigmoid']",RMSprop,0.35059811091185683,0.352864289616416,0.628140703517588,0.6257309941520468
0.01,0.1,300,32,[10],"['sigmoid', 'sigmoid']",SGDwithoutMomentum,0.23507981338574596,0.2355102195348628,0.628140703517588,0.6257309941520468
0.01,0.1,300,32,[10],"['sigmoid', 'sigmoid']",SGD,0.23367062834149624,0.23433382168922498,0.628140703517588,0.6257309941520468
0.01,0.1,300,32,[10],"['sigmoid', 'sigmoid']",adam,0.0797226051385388,0.10571512918945099,0.914572864321608,0.8771929824561403
0.01,0.1,300,32,[10],"['sigmoid', 'sigmoid']",adagrad,0.08413426416857872,0.10572638501334908,0.9296482412060302,0.9005847953216374
0.01,0.1,300,32,[10],"['sigmoid', 'sigmoid']",RMSprop,0.08604304582134464,0.11849157389832868,0.9246231155778895,0.8713450292397661
0.01,0.1,300,32,[30],"['sigmoid', 'sigmoid']",SGDwithoutMomentum,0.2338672774333856,0.23456517179041175,0.628140703517588,0.6257309941520468
0.01,0.1,300,32,[30],"['sigmoid', 'sigmoid']",SGD,0.23381337222215373,0.2343566899932841,0.628140703517588,0.6257309941520468
0.01,0.1,300,32,[30],"['sigmoid', 'sigmoid']",adam,0.07949884347686598,0.1124195931984328,0.907035175879397,0.8596491228070176
0.01,0.1,300,32,[30],"['sigmoid', 'sigmoid']",adagrad,0.05330750182341213,0.07521992350945861,0.9396984924623115,0.9122807017543859
0.01,0.1,300,32,[30],"['sigmoid', 'sigmoid']",RMSprop,0.0662448291637788,0.08379862693182911,0.9221105527638191,0.8888888888888888
0.01,0.1,300,32,[50],"['sigmoid', 'sigmoid']",SGDwithoutMomentum,0.25524524378224844,0.2551557186644297,0.37185929648241206,0.3742690058479532
0.01,0.1,300,32,[50],"['sigmoid', 'sigmoid']",SGD,0.23553263148754638,0.2359377611537885,0.628140703517588,0.6257309941520468
0.01,0.1,300,32,[50],"['sigmoid', 'sigmoid']",adam,0.07539996479061352,0.1059815692836945,0.9221105527638191,0.8830409356725146
0.01,0.1,300,32,[50],"['sigmoid', 'sigmoid']",adagrad,0.0643367002726694,0.08362041204553104,0.9321608040201005,0.8830409356725146
0.01,0.1,300,32,[50],"['sigmoid', 'sigmoid']",RMSprop,0.0783787297454474,0.10472076977846846,0.9221105527638191,0.8713450292397661
0.01,0.001,300,32,[10],"['sigmoid', 'sigmoid']",SGDwithoutMomentum,0.23413151915894687,0.23461647863596694,0.628140703517588,0.6257309941520468
0.01,0.001,300,32,[10],"['sigmoid', 'sigmoid']",SGD,0.23364792448898694,0.23427926765565282,0.628140703517588,0.6257309941520468
0.01,0.001,300,32,[10],"['sigmoid', 'sigmoid']",adam,0.06407619913628018,0.08855793236320902,0.9321608040201005,0.9005847953216374
0.01,0.001,300,32,[10],"['sigmoid', 'sigmoid']",adagrad,0.16738699064442938,0.1803491025472952,0.9120603015075377,0.8538011695906432
0.01,0.001,300,32,[10],"['sigmoid', 'sigmoid']",RMSprop,0.06567188260550724,0.09809555412360382,0.9296482412060302,0.8888888888888888
0.01,0.001,300,32,[30],"['sigmoid', 'sigmoid']",SGDwithoutMomentum,0.23223201476419733,0.23614387058250227,0.6306532663316583,0.631578947368421
0.01,0.001,300,32,[30],"['sigmoid', 'sigmoid']",SGD,0.22591122800692418,0.22388401227275245,0.6482412060301508,0.6549707602339181
0.01,0.001,300,32,[30],"['sigmoid', 'sigmoid']",adam,0.06565134161270245,0.1005546126281487,0.9296482412060302,0.8888888888888888
0.01,0.001,300,32,[30],"['sigmoid', 'sigmoid']",adagrad,0.06412246713346624,0.08095113503223803,0.949748743718593,0.9064327485380117
0.01,0.001,300,32,[30],"['sigmoid', 'sigmoid']",RMSprop,0.05846477183027864,0.07337376490384283,0.9346733668341709,0.8888888888888888
0.01,0.001,300,32,[50],"['sigmoid', 'sigmoid']",SGDwithoutMomentum,0.23177702424518265,0.2338207818873525,0.6381909547738693,0.631578947368421
0.01,0.001,300,32,[50],"['sigmoid', 'sigmoid']",SGD,0.23236580083652902,0.2329689896671171,0.6331658291457286,0.631578947368421
0.01,0.001,300,32,[50],"['sigmoid', 'sigmoid']",adam,0.05763998708741589,0.0925789642444438,0.9371859296482412,0.8888888888888888
0.01,0.001,300,32,[50],"['sigmoid', 'sigmoid']",adagrad,0.055513892420443606,0.07531881422708445,0.9371859296482412,0.9239766081871345
0.01,0.001,300,32,[50],"['sigmoid', 'sigmoid']",RMSprop,0.06642166035034489,0.07954419377954985,0.9120603015075377,0.8654970760233918
0.01,1e-05,300,32,[10],"['sigmoid', 'sigmoid']",SGDwithoutMomentum,0.22558893834903343,0.22568409117383964,0.6482412060301508,0.6491228070175439
0.01,1e-05,300,32,[10],"['sigmoid', 'sigmoid']",SGD,0.23427893649909404,0.2350239167691159,0.628140703517588,0.6257309941520468
0.01,1e-05,300,32,[10],"['sigmoid', 'sigmoid']",adam,0.23358010097191573,0.2341958633296868,0.628140703517588,0.6257309941520468
0.01,1e-05,300,32,[10],"['sigmoid', 'sigmoid']",adagrad,0.13965484573249537,0.1641819333728614,0.9195979899497487,0.847953216374269
0.01,1e-05,300,32,[10],"['sigmoid', 'sigmoid']",RMSprop,0.06648744443996706,0.08811569875847203,0.9271356783919598,0.9005847953216374
0.01,1e-05,300,32,[30],"['sigmoid', 'sigmoid']",SGDwithoutMomentum,0.2328161055199051,0.23408266205154232,0.6306532663316583,0.6257309941520468
0.01,1e-05,300,32,[30],"['sigmoid', 'sigmoid']",SGD,0.23362639709559133,0.23425880839602403,0.6306532663316583,0.6257309941520468
0.01,1e-05,300,32,[30],"['sigmoid', 'sigmoid']",adam,0.06030830889877881,0.08524779838277442,0.9296482412060302,0.8888888888888888
0.01,1e-05,300,32,[30],"['sigmoid', 'sigmoid']",adagrad,0.05640332881422856,0.08296112052937156,0.9296482412060302,0.8888888888888888
0.01,1e-05,300,32,[30],"['sigmoid', 'sigmoid']",RMSprop,0.08211099883442463,0.08751171120954594,0.871859296482412,0.8538011695906432
0.01,1e-05,300,32,[50],"['sigmoid', 'sigmoid']",SGDwithoutMomentum,0.231256004922229,0.22911780852880023,0.6381909547738693,0.6491228070175439
0.01,1e-05,300,32,[50],"['sigmoid', 'sigmoid']",SGD,0.23544191131925765,0.2359351615158313,0.6306532663316583,0.6257309941520468
0.01,1e-05,300,32,[50],"['sigmoid', 'sigmoid']",adam,0.1346630742672763,0.11922406377548775,0.8341708542713567,0.847953216374269
0.01,1e-05,300,32,[50],"['sigmoid', 'sigmoid']",adagrad,0.06614282135149438,0.09512687107760309,0.9321608040201005,0.8830409356725146
0.01,1e-05,300,32,[50],"['sigmoid', 'sigmoid']",RMSprop,0.06365822434542537,0.07843828163809359,0.9296482412060302,0.9181286549707602
0.001,0.1,300,32,[10],"['sigmoid', 'sigmoid']",SGDwithoutMomentum,0.23353612232569332,0.2342124238752565,0.628140703517588,0.6257309941520468
0.001,0.1,300,32,[10],"['sigmoid', 'sigmoid']",SGD,0.23358263582891334,0.23419236143072625,0.628140703517588,0.6257309941520468
0.001,0.1,300,32,[10],"['sigmoid', 'sigmoid']",adam,0.0794635339185373,0.07990516454504173,0.8944723618090452,0.9064327485380117
0.001,0.1,300,32,[10],"['sigmoid', 'sigmoid']",adagrad,0.3816525226217962,0.3825911212766308,0.37185929648241206,0.3742690058479532
