eta,lmbd,epochs,batch_size,n_hidden_layers,activation_func,optimiser,training_accuracy,validation_accuracy
0.1,0.1,300,64,[30],"['relu', 'sigmoid']",adam,0.9809523809523809,0.9777777777777777
0.1,0.1,300,64,[30],"['relu', 'sigmoid']",adagrad,0.9809523809523809,0.9333333333333333
0.1,0.1,300,64,[30],"['relu', 'sigmoid']",RMSprop,0.9523809523809523,0.9555555555555556
0.1,0.1,300,64,[50],"['relu', 'sigmoid']",SGDwithoutMomentum,0.3333333333333333,0.3333333333333333
0.1,0.1,300,64,[50],"['relu', 'sigmoid']",SGD,0.7904761904761904,0.8
0.1,0.1,300,64,[50],"['relu', 'sigmoid']",adam,0.3333333333333333,0.3333333333333333
0.1,0.1,300,64,[50],"['relu', 'sigmoid']",adagrad,0.3333333333333333,0.3333333333333333
0.1,0.1,300,64,[50],"['relu', 'sigmoid']",RMSprop,0.9714285714285714,0.9777777777777777
0.1,0.001,300,64,[10],"['relu', 'sigmoid']",SGDwithoutMomentum,0.3333333333333333,0.3333333333333333
0.1,0.001,300,64,[10],"['relu', 'sigmoid']",SGD,0.3333333333333333,0.3333333333333333
0.1,0.001,300,64,[10],"['relu', 'sigmoid']",adam,0.6666666666666666,0.6666666666666666
0.1,0.001,300,64,[10],"['relu', 'sigmoid']",adagrad,0.9619047619047619,0.9777777777777777
0.1,0.001,300,64,[10],"['relu', 'sigmoid']",RMSprop,0.3333333333333333,0.3333333333333333
0.1,0.001,300,64,[30],"['relu', 'sigmoid']",SGDwithoutMomentum,0.3333333333333333,0.3333333333333333
0.1,0.001,300,64,[30],"['relu', 'sigmoid']",SGD,0.3333333333333333,0.3333333333333333
0.1,0.001,300,64,[30],"['relu', 'sigmoid']",adam,0.3333333333333333,0.3333333333333333
0.1,0.001,300,64,[30],"['relu', 'sigmoid']",adagrad,0.41904761904761906,0.3333333333333333
0.1,0.001,300,64,[30],"['relu', 'sigmoid']",RMSprop,0.38095238095238093,0.35555555555555557
0.1,0.001,300,64,[50],"['relu', 'sigmoid']",SGDwithoutMomentum,0.3333333333333333,0.3333333333333333
0.1,0.001,300,64,[50],"['relu', 'sigmoid']",SGD,0.3333333333333333,0.3333333333333333
0.1,0.001,300,64,[50],"['relu', 'sigmoid']",adam,0.3333333333333333,0.3333333333333333
0.1,0.001,300,64,[50],"['relu', 'sigmoid']",adagrad,0.3619047619047619,0.35555555555555557
0.1,0.001,300,64,[50],"['relu', 'sigmoid']",RMSprop,0.3333333333333333,0.3333333333333333
0.1,1e-05,300,64,[10],"['relu', 'sigmoid']",SGDwithoutMomentum,0.3333333333333333,0.3333333333333333
